price_t,bedrooms,bathrooms,sqft_living_t,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement_t,yr_built,yr_renovated,zip_range3,zip1,zip2,zip3,year_1,year_2,log_sqft_lot,price,sqft_living,sqft_basement
279000,5,2.5,2690,5557,2,0,0,3,7,2690,0,2012,0,4,0,0,0,0,1,8.622813673,780000,3310,0
381500,4,2.5,2430,5556,2,0,0,4,8,2430,0,2003,0,2,0,1,0,0,1,8.622633704,279000,2690,0
365000,3,1.75,1820,5555,1,0,0,4,7,1030,1,1939,0,3,0,0,1,0,0,8.622453702,381500,2430,0
272000,4,2.25,1800,5555,2,0,0,3,7,1800,0,2003,0,2,0,1,0,0,1,8.622453702,272000,1800,0
428900,4,2.5,2598,5553,2,0,0,3,9,2598,0,2014,0,3,0,0,1,1,0,8.622093601,365000,1820,790
350000,2,1,840,5551,1,0,0,3,6,840,0,1952,0,3,0,0,1,0,0,8.621733371,428900,2598,0
300000,4,2.5,1840,5550,2,0,0,3,8,1840,0,2004,0,1,1,0,0,0,1,8.621553207,350000,840,0
270000,3,2.5,1660,5550,2,0,0,3,7,1660,0,2002,0,4,0,0,0,0,0,8.621553207,270000,1660,0
675000,4,2.5,3000,5548,2,0,0,3,9,3000,0,2006,0,2,0,1,0,0,1,8.621192781,300000,1840,0
167000,3,1.5,1280,5547,2,0,0,4,6,1280,0,1985,0,1,1,0,0,0,0,8.62101252,675000,3000,0
268000,3,1.75,1250,5546,1,0,0,4,7,1250,0,1987,0,2,0,1,0,0,0,8.620832226,167000,1280,0
237000,3,1,920,5546,1,0,0,2,6,920,0,1928,0,4,0,0,0,0,0,8.620832226,268000,1250,0
207000,3,1,920,5546,1,0,0,2,6,920,0,1928,0,4,0,0,0,0,0,8.620832226,207000,920,0
750000,3,1.75,2610,5544,1.5,0,0,3,8,1680,1,1934,0,3,0,0,1,0,0,8.620471541,237000,920,0
535000,3,2.5,2510,5544,2,0,0,3,7,2510,0,2001,0,2,0,1,0,0,0,8.620471541,535000,2510,0
510000,2,1,1390,5544,1,0,0,3,7,930,1,1947,0,3,0,0,1,0,0,8.620471541,510000,1390,460
355500,3,2.5,2600,5540,2,0,0,3,8,2600,0,2004,0,2,0,1,0,0,1,8.61974978,750000,2610,930
502000,4,2.5,2680,5539,2,0,0,3,8,2680,0,2013,0,2,0,1,0,1,0,8.619569258,355500,2600,0
459990,3,2.5,2680,5539,2,0,0,3,8,2680,0,2013,0,2,0,1,0,1,0,8.619569258,423000,2660,0
449990,4,2.5,2680,5539,2,0,0,3,8,2680,0,2013,0,2,0,1,0,1,0,8.619569258,449990,2680,0
423000,4,2.5,2660,5539,2,0,0,3,8,2660,0,2004,0,2,0,1,0,0,1,8.619569258,502000,2680,0
507250,3,2.5,2270,5536,2,0,0,3,8,2270,0,2003,0,2,0,1,0,0,1,8.619027497,459990,2680,0
442000,2,1.75,860,5535,1,0,0,3,7,860,0,1948,0,3,0,0,1,0,0,8.618846845,507250,2270,0
475000,4,1.5,2320,5534,1.5,0,0,4,7,1540,1,1915,0,3,0,0,1,0,0,8.61866616,442000,860,0
325000,2,1,750,5534,1,0,0,3,7,750,0,1947,0,4,0,0,0,0,0,8.61866616,475000,2320,780
175409,4,1.5,1450,5530,1,0,0,4,6,1450,0,1969,0,2,0,1,0,0,0,8.617943095,325000,750,0
483453,4,2.75,2790,5527,2,0,0,3,8,2790,0,2014,0,2,0,1,0,1,0,8.617400452,175409,1450,0
865000,4,2,2750,5527,2,0,0,3,8,2130,1,1901,1987,4,0,0,0,0,0,8.617400452,535000,1040,0
535000,2,1,1040,5527,1,0,0,3,7,1040,0,1951,0,3,0,0,1,0,0,8.617400452,865000,2750,620
651100,4,2.5,2310,5526,2,0,0,3,9,2310,0,2003,0,3,0,0,1,0,1,8.617219505,483453,2790,0
500000,3,2,1720,5525,1,0,2,5,7,960,1,1941,0,3,0,0,1,0,0,8.617038526,651100,2310,0
342450,3,1.5,1280,5525,1,0,0,3,7,1280,0,1962,0,4,0,0,0,0,0,8.617038526,500000,1720,760
289500,3,1,1200,5525,1,0,0,2,7,1200,0,1947,0,3,0,0,1,0,0,8.617038526,209950,1100,0
209950,3,1.75,1100,5525,1,0,0,5,6,1100,0,1968,0,2,0,1,0,0,0,8.617038526,342450,1280,0
195000,3,1.5,1050,5525,1,0,0,5,6,1050,0,1969,0,2,0,1,0,0,0,8.617038526,289500,1200,0
370000,2,1,910,5525,1,0,0,2,6,910,0,1910,0,4,0,0,0,0,0,8.617038526,370000,910,0
191000,3,1,840,5525,1,0,0,5,6,840,0,1969,0,2,0,1,0,0,0,8.617038526,191000,840,0
345000,4,2.5,2040,5523,2,0,0,3,7,2040,0,1999,0,4,0,0,0,0,0,8.61667647,195000,1050,0
243000,2,1,1770,5522,1.5,0,0,4,7,960,1,1943,0,4,0,0,0,0,0,8.616495392,345000,2040,0
340000,4,2.5,2181,5521,2,0,0,3,8,2181,0,2006,0,1,1,0,0,0,1,8.616314282,243000,1770,810
1129574,3,2.75,3150,5520,1.5,0,0,4,8,2130,1,1925,0,3,0,0,1,0,0,8.616133139,340000,2181,0
625000,4,2.5,2570,5520,2,0,0,3,9,2570,0,2000,0,3,0,0,1,0,0,8.616133139,625000,2570,0
518500,4,3,2120,5520,1.5,0,0,3,8,1420,1,1985,0,4,0,0,0,0,0,8.616133139,1210000,3150,1020
655000,3,1.75,1960,5520,1,0,0,4,7,1080,1,1952,0,4,0,0,0,0,0,8.616133139,559000,1930,0
559000,2,2,1930,5520,1,0,0,3,8,1930,0,2006,0,2,0,1,0,0,1,8.616133139,524000,1560,780
385000,3,1.75,1900,5520,1,0,0,3,7,1280,1,1982,0,3,0,0,1,0,0,8.616133139,518500,2120,700
524000,3,1.75,1560,5520,1,0,0,4,6,780,1,1944,0,4,0,0,0,0,0,8.616133139,385000,1900,620
350000,3,1,1050,5518,1,0,0,3,7,1050,0,1948,0,3,0,0,1,0,0,8.615770755,655000,1960,880
450000,4,2.5,2290,5515,2,0,0,3,8,2290,0,2006,0,3,0,0,1,0,1,8.615226932,350000,1050,0
577500,2,1,1640,5515,1,0,0,4,7,940,1,1926,0,3,0,0,1,0,0,8.615226932,577500,1640,700
1050000,3,1.75,2650,5512,2,0,0,3,9,2250,1,1984,0,3,0,0,1,0,0,8.614682813,450000,2290,0
225000,3,1,960,5512,1,0,0,4,6,960,0,1963,0,2,0,1,0,0,0,8.614682813,225000,960,0
470000,2,1,900,5512,1,0,0,3,7,900,0,1947,0,3,0,0,1,0,0,8.614682813,1050000,2650,400
467000,3,1.75,2660,5511,1,0,0,3,8,1330,1,1948,0,3,0,0,1,0,0,8.614501374,470000,900,0
370000,4,3,2580,5511,2,0,0,3,8,2580,0,1999,0,2,0,1,0,0,0,8.614501374,302500,1990,0
302500,4,2.5,1990,5511,2,0,0,3,8,1990,0,1994,0,1,1,0,0,0,0,8.614501374,481015,1550,0
481015,3,2.25,1550,5511,2,0,0,3,8,1550,0,1987,0,1,1,0,0,0,0,8.614501374,467000,2660,1330
398000,4,2.5,2820,5510,2,0,0,3,9,2820,0,2005,0,2,0,1,0,0,1,8.614319902,370000,2580,0
495000,3,1,1570,5510,1,0,0,4,7,1070,1,1940,0,3,0,0,1,0,0,8.614319902,398000,2820,0
417500,2,1,1330,5510,1,0,0,3,6,850,1,1910,0,3,0,0,1,0,0,8.614319902,495000,1570,500
400000,2,1,840,5510,1,0,0,3,7,840,0,1955,0,4,0,0,0,0,0,8.614319902,417500,1330,480
1129574,9,4,4234.5,5508,2.5,0,0,3,11,3870,1,1915,0,3,0,0,1,0,0,8.61395686,400000,840,0
575000,4,2.5,2040,5508,2,0,0,4,8,2040,0,1996,0,1,1,0,0,0,0,8.61395686,485000,1910,890
485000,5,2,1910,5508,1,0,0,3,7,1020,1,1968,0,4,0,0,0,0,0,8.61395686,575000,2040,0
175000,2,1,960,5508,1,0,0,3,6,770,1,1951,0,3,0,0,1,0,0,8.61395686,1400000,4620,750
225000,3,1.5,1240,5506,1,0,0,4,7,1240,0,1971,0,3,0,0,1,0,0,8.613593686,175000,960,190
675000,4,2.5,2900,5505,2,0,0,3,8,2900,0,2002,0,3,0,0,1,0,0,8.613412049,225000,1240,0
333000,4,2.5,2690,5505,2,0,0,3,8,2690,0,2004,0,2,0,1,0,0,1,8.613412049,333000,2690,0
1129574,3,2.25,2360,5504,2,0,0,4,8,2080,1,1913,0,4,0,0,0,0,0,8.61323038,675000,2900,0
820000,3,2.5,2510,5503,2,0,2,3,9,2510,0,1995,0,4,0,0,0,0,0,8.613048677,1330000,2360,280
425000,4,3,2430,5502,2,0,0,3,8,2430,0,2002,0,2,0,1,0,0,0,8.612866941,820000,2510,0
485000,3,2.5,1880,5502,2,0,0,3,8,1880,0,1988,0,1,1,0,0,0,0,8.612866941,485000,1880,0
415000,4,2.5,2020,5501,2,0,0,3,7,2020,0,2010,0,2,0,1,0,0,1,8.612685173,425000,2430,0
1129574,3,3.5,4234.5,5500,2,0,4,5,10,3040,1,1909,0,3,0,0,1,0,0,8.612503371,415000,2020,0
1129574,4,3.5,4234.5,5500,2,0,0,3,10,2850,1,2008,0,4,0,0,0,0,1,8.612503371,350000,2520,970
1129574,4,1.75,4060,5500,2,0,0,5,9,2660,1,1924,0,3,0,0,1,0,0,8.612503371,250000,1130,0
1129574,5,3.25,3930,5500,2,0,0,3,9,2910,1,2014,0,1,1,0,0,1,0,8.612503371,645000,2070,940
979700,5,3,3730,5500,1.5,0,0,3,7,2160,1,1927,0,3,0,0,1,0,0,8.612503371,460000,1750,700
856000,5,3.25,3620,5500,2,0,2,3,9,3620,0,2003,0,1,1,0,0,0,1,8.612503371,440000,1610,0
888990,4,2.75,3540,5500,2,0,0,3,9,3540,0,2014,0,3,0,0,1,1,0,8.612503371,445000,2930,1180
1129574,4,2.25,3530,5500,2,0,0,3,8,2860,1,1940,0,3,0,0,1,0,0,8.612503371,753888,2660,0
859990,4,2.75,3520,5500,2,0,0,3,9,3520,0,2014,0,3,0,0,1,1,0,8.612503371,765000,2520,700
800000,4,2.75,3250,5500,2,0,0,3,9,3250,0,2007,0,1,1,0,0,0,1,8.612503371,367000,1820,0
1129574,4,3.5,3150,5500,2,0,0,3,9,3150,0,2014,0,3,0,0,1,1,0,8.612503371,480000,2080,1040
432500,6,2,3080,5500,2,0,0,1,7,3080,0,1900,0,4,0,0,0,0,0,8.612503371,285000,1760,980
1129574,3,3,2960,5500,2,0,2,3,10,2440,1,1937,1990,4,0,0,0,0,0,8.612503371,372220,1290,310
660500,5,2.5,2950,5500,1.5,0,0,5,7,1720,1,1918,0,4,0,0,0,0,0,8.612503371,435000,1050,120
950000,5,2,2940,5500,2,0,0,4,9,2340,1,1909,0,3,0,0,1,0,0,8.612503371,405000,2260,980
445000,5,3,2930,5500,1,0,0,3,7,1750,1,1951,0,3,0,0,1,0,0,8.612503371,625000,2260,980
1129574,4,2.5,2920,5500,1,0,3,3,10,2030,1,1957,0,4,0,0,0,0,0,8.612503371,856000,3620,0
1100000,4,3,2880,5500,2,0,0,4,9,1920,1,1926,0,3,0,0,1,0,0,8.612503371,480000,2240,750
668500,4,2.5,2710,5500,2,0,0,3,9,2710,0,1999,0,3,0,0,1,0,0,8.612503371,668500,2710,0
753888,4,2.5,2660,5500,2,0,2,3,9,2660,0,2003,0,1,1,0,0,0,1,8.612503371,1740000,3930,1020
635000,5,2.75,2620,5500,1.5,0,0,3,7,1710,1,1911,0,3,0,0,1,0,0,8.612503371,249900,1140,0
654000,3,2.5,2570,5500,1,0,0,4,7,1320,1,1961,0,4,0,0,0,0,0,8.612503371,439500,1360,0
765000,4,1,2520,5500,1.5,0,0,5,8,1820,1,1912,0,4,0,0,0,0,0,8.612503371,360000,1730,720
350000,5,3,2520,5500,1,0,0,3,8,1550,1,2004,0,4,0,0,0,0,1,8.612503371,605000,1270,0
899000,4,3.5,2490,5500,2,0,0,3,9,1780,1,2015,0,4,0,0,0,1,0,8.612503371,738000,1520,0
1129574,3,3,2480,5500,2,0,3,3,10,1730,1,1950,2005,4,0,0,0,0,0,8.612503371,900000,1240,0
1129574,4,2.75,2470,5500,1,0,3,3,9,1570,1,1960,2005,3,0,0,1,0,0,8.612503371,659500,1820,200
791000,3,2.25,2430,5500,2,0,0,3,8,1810,1,1989,0,1,1,0,0,0,0,8.612503371,654000,2570,1250
1129574,3,2.5,2390,5500,1,0,3,3,9,1700,1,1952,0,4,0,0,0,0,0,8.612503371,762000,2130,0
982218,3,1.75,2340,5500,2,0,2,3,9,2340,0,1988,0,3,0,0,1,0,0,8.612503371,319950,1240,0
700000,2,1.75,2320,5500,1.5,0,2,3,8,1720,1,1925,2000,4,0,0,0,0,0,8.612503371,292000,880,0
635000,3,2.5,2300,5500,1.5,0,0,4,8,2000,1,1921,0,4,0,0,0,0,0,8.612503371,239950,1280,0
625000,3,2.5,2260,5500,1.5,0,0,3,7,1280,1,1910,0,3,0,0,1,0,0,8.612503371,420000,1320,0
405000,3,2.5,2260,5500,1.5,0,0,3,7,1280,1,1910,0,3,0,0,1,0,0,8.612503371,1250000,2920,890
480000,5,2.25,2240,5500,1,0,0,3,7,1490,1,1959,0,4,0,0,0,0,0,8.612503371,680000,1620,510
389950,4,2.5,2240,5500,2,0,0,3,8,2240,0,2013,0,2,0,1,0,1,0,8.612503371,1100000,2880,960
334950,4,2.5,2230,5500,2,0,0,3,7,2230,0,1999,0,2,0,1,0,0,0,8.612503371,1400000,2020,230
614306,2,2.25,2210,5500,1,0,0,4,8,1410,1,1968,0,3,0,0,1,0,0,8.612503371,92000,760,0
606500,3,2.5,2170,5500,2,0,0,3,8,2170,0,2000,0,3,0,0,1,0,0,8.612503371,1660000,3530,670
762000,4,2,2130,5500,1.5,0,0,5,7,2130,0,1939,0,1,1,0,0,0,0,8.612503371,617000,1880,0
480000,4,1,2080,5500,1,0,0,3,7,1040,1,1941,0,3,0,0,1,0,0,8.612503371,635000,2620,910
645000,3,1.75,2070,5500,1,0,0,4,7,1130,1,1946,0,3,0,0,1,0,0,8.612503371,1280000,4340,1490
1129574,3,2,2020,5500,1.5,0,3,3,10,1790,1,1937,0,4,0,0,0,0,0,8.612503371,1300000,4060,1400
360000,4,2.5,2000,5500,2,0,0,3,8,2000,0,2003,0,2,0,1,0,0,1,8.612503371,375000,1110,0
617000,3,2.5,1880,5500,2,0,0,4,7,1880,0,1947,2007,4,0,0,0,0,0,8.612503371,360000,2000,0
659500,3,1.75,1820,5500,1,0,0,4,8,1620,1,1957,0,3,0,0,1,0,0,8.612503371,476000,1140,0
367000,4,1,1820,5500,1.5,0,0,3,6,1820,0,1947,0,3,0,0,1,0,0,8.612503371,1340000,2960,520
285000,4,2,1760,5500,1,0,1,3,7,780,1,1925,2004,3,0,0,1,0,0,8.612503371,606500,2170,0
460000,4,1.75,1750,5500,1.5,0,0,5,7,1050,1,1926,0,3,0,0,1,0,0,8.612503371,250000,1510,0
577000,3,1.75,1740,5500,1,0,0,5,7,970,1,1953,0,3,0,0,1,0,0,8.612503371,700000,2320,600
360000,4,2,1730,5500,1,0,0,5,7,1010,1,1943,0,3,0,0,1,0,0,8.612503371,432500,3080,0
680000,3,1.75,1620,5500,1,0,0,3,7,1110,1,1950,0,3,0,0,1,0,0,8.612503371,635000,2300,300
440000,3,1,1610,5500,1.5,0,0,3,7,1610,0,1903,1973,3,0,0,1,0,0,8.612503371,334950,2230,0
625000,4,1,1600,5500,1.5,0,0,4,7,1600,0,1946,0,3,0,0,1,0,0,8.612503371,614306,2210,800
738000,3,1.75,1520,5500,1.5,0,0,5,7,1520,0,1936,0,3,0,0,1,0,0,8.612503371,464600,1120,0
250000,4,1.75,1510,5500,1.5,0,0,3,7,1510,0,1920,0,3,0,0,1,0,0,8.612503371,800000,3250,0
439500,4,1,1360,5500,1.5,0,0,3,7,1360,0,1950,0,3,0,0,1,0,0,8.612503371,1210000,2470,900
420000,3,1,1320,5500,1,0,0,3,7,1320,0,1955,0,3,0,0,1,0,0,8.612503371,979700,3730,1570
372220,3,1,1290,5500,1,0,0,3,7,980,1,1951,0,4,0,0,0,0,0,8.612503371,1350000,2390,690
239950,2,1,1280,5500,1,0,0,3,7,1280,0,1949,0,3,0,0,1,0,0,8.612503371,982218,2340,0
605000,2,2,1270,5500,1.5,0,0,4,8,1270,0,1921,0,4,0,0,0,0,0,8.612503371,1210000,3150,0
900000,2,1,1240,5500,1,0,0,3,7,1240,0,1954,0,3,0,0,1,0,0,8.612503371,660500,2950,1230
319950,2,1,1240,5500,1.5,0,0,3,6,1240,0,1921,0,3,0,0,1,0,0,8.612503371,1390000,2480,750
476000,3,1,1140,5500,1.5,0,0,4,6,1140,0,1908,0,4,0,0,0,0,0,8.612503371,625000,1600,0
249900,2,1,1140,5500,1,0,0,3,6,1140,0,1947,0,3,0,0,1,0,0,8.612503371,180000,1020,0
250000,2,2,1130,5500,1,0,0,4,6,1130,0,1941,0,1,1,0,0,0,0,8.612503371,210000,970,0
464600,3,1.75,1120,5500,1.5,0,0,4,7,1120,0,1925,0,4,0,0,0,0,0,8.612503371,2150000,4660,1620
375000,3,1.5,1110,5500,1,0,0,3,6,1110,0,1940,1997,1,1,0,0,0,0,8.612503371,950000,2940,600
435000,3,1,1050,5500,1,0,0,3,6,930,1,1920,0,4,0,0,0,0,0,8.612503371,577000,1740,770
180000,3,1,1020,5500,1.5,0,0,3,7,1020,0,1961,0,3,0,0,1,0,0,8.612503371,791000,2430,620
210000,2,1,970,5500,1,0,0,3,7,970,0,1956,0,3,0,0,1,0,0,8.612503371,389950,2240,0
292000,2,1,880,5500,1,0,0,3,6,880,0,1904,0,3,0,0,1,0,0,8.612503371,859990,3520,0
92000,2,1,760,5500,1.5,0,0,3,5,760,0,1947,0,4,0,0,0,0,0,8.612503371,888990,3540,0
310000,4,2.5,2430,5499,2,0,0,3,8,2430,0,2002,0,2,0,1,0,0,0,8.612321537,899000,2490,710
750000,4,2.75,2810,5497,2,0,0,3,9,2810,0,2011,0,2,0,1,0,0,1,8.611957768,310000,2430,0
699000,3,2.5,2680,5497,2,0,0,3,9,2680,0,2001,0,2,0,1,0,0,0,8.611957768,699000,2680,0
612000,3,2.5,2180,5496,2,0,0,3,8,2180,0,1994,0,1,1,0,0,0,0,8.611775834,750000,2810,0
799950,4,3.5,3030,5494,3,0,0,3,9,3030,0,2014,0,2,0,1,0,1,0,8.611411867,612000,2180,0
530000,4,2.5,2320,5493,2,0,0,3,8,2320,0,2004,0,1,1,0,0,0,1,8.611229833,799950,3030,0
485000,3,2.5,2870,5490,2,0,0,3,9,2870,0,2008,0,2,0,1,0,0,1,8.610683535,530000,2320,0
416100,4,1.75,2320,5490,1,0,3,3,8,1160,1,1956,0,4,0,0,0,0,0,8.610683535,145000,1010,0
265000,4,1.75,1430,5490,1,0,0,5,6,1430,0,1942,0,2,0,1,0,0,0,8.610683535,485000,2870,0
145000,3,1,1010,5490,1,0,0,3,6,1010,0,1954,0,4,0,0,0,0,0,8.610683535,265000,1430,0
338500,3,1.75,2130,5489,1,0,0,3,8,1370,1,1999,0,3,0,0,1,0,0,8.610501369,416100,2320,1160
450000,3,1.75,1830,5488,1,0,2,4,7,1010,1,1939,0,3,0,0,1,0,0,8.610319169,338500,2130,760
750000,3,2,1760,5488,1.5,0,0,3,7,1540,1,1927,0,4,0,0,0,0,0,8.610319169,450000,1830,820
209500,3,1.5,970,5488,1,0,0,3,7,970,0,1976,0,3,0,0,1,0,0,8.610319169,209500,970,0
543115,2,1,1380,5484,1,0,0,3,8,1030,1,1947,0,4,0,0,0,0,0,8.609590041,750000,1760,220
402000,4,1.75,2430,5481,1,0,0,3,8,1430,1,1953,0,3,0,0,1,0,0,8.609042845,543115,1380,350
548050,2,2,1930,5479,1,0,0,3,8,1930,0,2005,0,2,0,1,0,0,1,8.608677882,402000,2430,1000
699188,4,3.25,3250,5478,2,0,0,3,9,3250,0,2014,0,2,0,1,0,1,0,8.60849535,548050,1930,0
250000,3,1.75,1200,5478,1,0,0,5,6,1200,0,1955,0,2,0,1,0,0,0,8.60849535,250000,1200,0
975000,5,3,2620,5477,2,0,0,3,10,2620,0,2009,0,3,0,0,1,0,1,8.608312785,699188,3250,0
354000,4,2.5,2580,5476,2,0,0,3,8,2580,0,2005,0,1,1,0,0,0,1,8.608130186,975000,2620,0
1050000,4,3.75,3860,5474,2.5,0,0,3,10,3860,0,2007,0,1,1,0,0,0,1,8.60776489,354000,2580,0
319450,5,2,2250,5472,1.5,0,0,5,7,1750,1,1930,0,1,1,0,0,0,0,8.607399459,1050000,3860,0
325000,4,2.5,2040,5472,2,0,0,3,8,2040,0,2003,0,3,0,0,1,0,1,8.607399459,319450,2250,500
275000,4,2,1720,5472,1,0,0,3,6,860,1,1923,0,3,0,0,1,0,0,8.607399459,275000,1720,860
540000,4,2.5,3000,5471,2,0,0,3,8,3000,0,2013,0,2,0,1,0,1,0,8.607216694,325000,2040,0
355000,4,2.75,3000,5470,2,0,0,3,8,3000,0,2005,0,2,0,1,0,0,1,8.607033895,540000,3000,0
667000,5,2,1900,5470,1,0,0,3,7,1180,1,1930,1965,3,0,0,1,0,0,8.607033895,667000,1900,720
350000,3,2,1440,5469,1,0,0,3,8,1440,0,1988,0,1,1,0,0,0,0,8.606851063,355000,3000,0
775000,3,2.5,2780,5467,2,0,2,3,9,2780,0,2000,0,4,0,0,0,0,0,8.606485299,350000,1440,0
439000,4,2,1800,5465,1,0,0,3,7,900,1,1942,0,3,0,0,1,0,0,8.606119401,775000,2780,0
370000,5,2.5,2740,5460,2,0,0,3,8,2740,0,2005,0,1,1,0,0,0,1,8.605204069,439000,1800,900
699950,3,3.25,2230,5460,1,0,1,4,8,1430,1,1977,0,4,0,0,0,0,0,8.605204069,505000,1260,0
266500,3,2.25,1740,5460,1,0,0,3,7,1210,1,1998,0,2,0,1,0,0,0,8.605204069,699950,2230,800
443000,3,1,1280,5460,1.5,0,0,4,7,1280,0,1931,0,4,0,0,0,0,0,8.605204069,443000,1280,0
379000,4,1.5,1280,5460,1.5,0,0,5,7,1080,1,1920,0,3,0,0,1,0,0,8.605204069,370000,2740,0
505000,3,2,1260,5460,1,0,0,3,7,1260,0,1972,0,2,0,1,0,0,0,8.605204069,266500,1740,530
280000,7,2.5,1940,5458,2,0,0,3,7,1940,0,1994,0,3,0,0,1,0,0,8.604837701,379000,1280,200
321500,4,2.5,2620,5457,2,0,0,3,8,2620,0,2003,0,1,1,0,0,0,1,8.604654467,280000,1940,0
250000,3,2,1440,5457,2,0,0,3,7,1440,0,1986,0,2,0,1,0,0,0,8.604654467,250000,1440,0
393000,4,2,1450,5456,1,0,0,5,7,1450,0,1951,0,3,0,0,1,0,0,8.6044712,321500,2620,0
340000,4,2.5,2160,5455,2,0,0,3,7,2160,0,2003,0,2,0,1,0,0,1,8.604287898,393000,1450,0
521000,3,2,1870,5455,1,0,0,5,7,1060,1,1926,0,4,0,0,0,0,0,8.604287898,521000,1870,810
210000,3,1,1000,5454,1,0,0,3,7,1000,0,1954,0,4,0,0,0,0,0,8.604104563,340000,2160,0
665900,4,2.25,2870,5453,2,0,1,4,8,2220,1,1926,0,4,0,0,0,0,0,8.603921195,210000,1000,0
344500,4,2.75,1800,5453,1,0,0,3,7,1050,1,2002,0,2,0,1,0,0,0,8.603921195,665900,2870,650
183750,5,2.75,1650,5453,1,0,0,3,7,1650,0,1970,0,3,0,0,1,0,0,8.603921195,183750,1650,0
360000,4,2.5,1950,5451,2,0,0,3,7,1950,0,2004,0,2,0,1,0,0,1,8.603554357,344500,1800,750
1129574,4,2.5,2790,5450,2,0,0,3,10,1930,1,1925,2000,3,0,0,1,0,0,8.603370888,360000,1950,0
648000,4,2.5,2620,5450,2,0,0,3,9,2620,0,2001,0,3,0,0,1,0,0,8.603370888,648000,2620,0
1000000,3,1,1880,5450,1.5,0,0,4,8,1880,0,1924,0,3,0,0,1,0,0,8.603370888,1160000,2790,860
700000,4,1,1470,5450,1.5,0,0,3,7,1470,0,1918,0,3,0,0,1,0,0,8.603370888,260000,1170,0
260000,3,2,1170,5450,1,0,0,5,6,1170,0,1902,0,3,0,0,1,0,0,8.603370888,1000000,1880,0
445830,3,2.5,1870,5449,2,0,0,3,8,1870,0,2003,0,1,1,0,0,0,1,8.603187385,700000,1470,0
176000,3,2.25,1540,5449,1,0,0,2,7,1180,1,1989,0,1,1,0,0,0,0,8.603187385,445830,1870,0
1129574,3,3.25,3140,5445,2,0,3,4,10,2240,1,1913,0,3,0,0,1,0,0,8.602453035,176000,1540,360
442000,5,3,2560,5445,1.5,0,0,4,7,1760,1,1927,0,3,0,0,1,0,0,8.602453035,442000,2560,800
450000,3,1.75,1360,5445,1,0,0,4,7,1360,0,1957,0,1,1,0,0,0,0,8.602453035,450000,1360,0
475000,4,2.5,1850,5444,2,0,0,5,7,1850,0,1981,0,2,0,1,0,0,0,8.602269364,1640000,3140,900
451000,4,1.5,1620,5444,1.5,0,0,3,8,1620,0,1955,0,4,0,0,0,0,0,8.602269364,451000,1620,0
729000,4,3.5,3065,5440,3,0,0,3,9,3065,0,2014,0,2,0,1,0,1,0,8.60153434,475000,1850,0
425000,4,2.5,2460,5440,2,0,0,3,9,2460,0,2003,0,2,0,1,0,0,1,8.60153434,425000,2460,0
785000,3,2,2180,5440,1,0,0,5,7,1100,1,1904,0,3,0,0,1,0,0,8.60153434,785000,2180,1080
280000,4,2,1710,5440,1,0,0,5,8,1030,1,1976,0,2,0,1,0,0,0,8.60153434,450000,1290,500
450000,3,1,1290,5440,1,0,0,4,6,790,1,1929,0,3,0,0,1,0,0,8.60153434,280000,1710,680
501000,4,2.25,2680,5439,2,0,0,3,7,2680,0,2000,0,1,1,0,0,0,0,8.601350499,729000,3065,0
650000,4,2.5,3180,5438,2,0,0,3,9,3180,0,2003,0,2,0,1,0,0,1,8.601166625,501000,2680,0
706000,4,2.5,2510,5436,2,0,0,3,8,2510,0,2011,0,2,0,1,0,0,1,8.600798775,650000,3180,0
440000,3,2.5,1440,5434,2,0,0,3,7,1440,0,2003,0,2,0,1,0,0,1,8.60043079,706000,2510,0
176000,3,3.25,1340,5434,2,0,0,3,7,1340,0,1986,0,2,0,1,0,0,0,8.60043079,176000,1340,0
255000,2,2,1360,5433,1,0,0,3,8,1360,0,1974,2003,4,0,0,0,0,0,8.600246747,440000,1440,0
1129574,3,3.25,2940,5432,3,0,3,4,10,2440,1,1978,0,3,0,0,1,0,0,8.600062669,255000,1360,0
500000,2,1.5,2070,5432,2,0,0,3,7,1370,1,1951,0,3,0,0,1,0,0,8.600062669,500000,2070,700
350000,4,2.5,2560,5428,2,0,0,3,8,2560,0,2012,0,2,0,1,0,0,1,8.599326021,1710000,2940,500
607000,5,1.75,1910,5428,1,0,0,3,8,1390,1,1954,0,4,0,0,0,0,0,8.599326021,607000,1910,520
219900,4,1.5,1120,5427,1,0,0,3,6,1120,0,1969,2014,2,0,1,0,0,0,8.599141774,350000,2560,0
627000,5,3.25,3570,5425,2,0,0,3,7,3570,0,2005,0,3,0,0,1,0,1,8.598773178,219900,1120,0
362500,3,1,960,5424,1.5,0,0,3,6,960,0,1916,0,3,0,0,1,0,0,8.59858883,627000,3570,0
685100,4,2.5,2790,5423,2,0,0,3,9,2790,0,1999,0,3,0,0,1,0,0,8.598404447,362500,960,0
391000,2,1,890,5423,1,0,0,3,6,890,0,1946,0,3,0,0,1,0,0,8.598404447,685100,2790,0
655000,1,1,1660,5422,1,0,0,4,7,830,1,1908,0,3,0,0,1,0,0,8.59822003,391000,890,0
300000,3,2.25,1760,5421,2,0,0,3,7,1760,0,1991,0,2,0,1,0,0,0,8.598035579,655000,1660,830
